"countrycode","year","rgdpnapc"
"AFG",1820,NA
"AFG",1870,NA
"AFG",1913,NA
"AFG",1950,2392
"AFG",1951,2422
"AFG",1952,2462
"AFG",1953,2568
"AFG",1954,2576
"AFG",1955,2579
"AFG",1956,2644
"AFG",1957,2593
"AFG",1958,2684
"AFG",1959,2705
"AFG",1960,2744
"AFG",1961,2708
"AFG",1962,2695
"AFG",1963,2683
"AFG",1964,2673
"AFG",1965,2670
"AFG",1966,2633
"AFG",1967,2642
"AFG",1968,2670
"AFG",1969,2646
"AFG",1970,2632
"AFG",1971,2560
"AFG",1972,2086
"AFG",1973,2091
"AFG",1974,2149
"AFG",1975,2225
"AFG",1976,2286
"AFG",1977,2116
"AFG",1978,2215
"AFG",1979,2118
"AFG",1980,2108
"AFG",1981,2369
"AFG",1982,2628
"AFG",1983,2789
"AFG",1984,2766
"AFG",1985,2700
"AFG",1986,2779
"AFG",1987,2507
"AFG",1988,2280
"AFG",1989,2067
"AFG",1990,1992
"AFG",1991,1761
"AFG",1992,1629
"AFG",1993,1080
"AFG",1994,772
"AFG",1995,1101
"AFG",1996,1008
"AFG",1997,926
"AFG",1998,856
"AFG",1999,787
"AFG",2000,735
"AFG",2001,692
"AFG",2002,1088
"AFG",2003,1112
"AFG",2004,1107
"AFG",2005,1187
"AFG",2006,1257
"AFG",2007,1447
"AFG",2008,1464
"AFG",2009,1669
"AFG",2010,1685
"AFG",2011,1792
"AFG",2012,1945
"AFG",2013,2025
"AFG",2014,2022
"AFG",2015,1928
"AFG",2016,1929
"AGO",1950,NA
"AGO",1951,NA
"AGO",1952,NA
"AGO",1953,NA
"AGO",1954,NA
"AGO",1955,NA
"AGO",1956,NA
"AGO",1957,NA
"AGO",1958,NA
"AGO",1959,NA
"AGO",1960,NA
"AGO",1961,NA
"AGO",1962,NA
"AGO",1963,NA
"AGO",1964,NA
"AGO",1965,NA
"AGO",1966,NA
"AGO",1967,NA
"AGO",1968,NA
"AGO",1969,NA
"AGO",1970,NA
"AGO",1971,NA
"AGO",1972,NA
"AGO",1973,NA
"AGO",1974,NA
"AGO",1975,5345
"AGO",1976,4752
"AGO",1977,4687
"AGO",1978,4784
"AGO",1979,4774
"AGO",1980,4790
"AGO",1981,4600
"AGO",1982,4294
"AGO",1983,4026
"AGO",1984,3937
"AGO",1985,3882
"AGO",1986,3458
"AGO",1987,3785
"AGO",1988,4249
"AGO",1989,4252
"AGO",1990,4325
"AGO",1991,4253
"AGO",1992,3894
"AGO",1993,2870
"AGO",1994,2819
"AGO",1995,3142
"AGO",1996,3461
"AGO",1997,3607
"AGO",1998,3668
"AGO",1999,3644
"AGO",2000,3659
"AGO",2001,3720
"AGO",2002,4112
"AGO",2003,4187
"AGO",2004,4481
"AGO",2005,5136
"AGO",2006,6024
"AGO",2007,7173
"AGO",2008,7936
"AGO",2009,7900
"AGO",2010,7940
"AGO",2011,8016
"AGO",2012,8190
"AGO",2013,8508
"AGO",2014,8673
"AGO",2015,8689
"AGO",2016,8453
"ALB",1,NA
"ALB",1000,NA
"ALB",1500,NA
"ALB",1600,NA
"ALB",1700,NA
"ALB",1820,NA
"ALB",1850,NA
"ALB",1870,795
"ALB",1890,1065
"ALB",1900,1221
"ALB",1910,1390
"ALB",1913,1445
"ALB",1920,NA
"ALB",1921,NA
"ALB",1922,NA
"ALB",1923,NA
"ALB",1924,NA
"ALB",1925,NA
"ALB",1926,NA
"ALB",1927,NA
"ALB",1928,NA
"ALB",1929,1651
"ALB",1930,NA
"ALB",1931,NA
"ALB",1932,NA
"ALB",1933,NA
"ALB",1934,NA
"ALB",1935,NA
"ALB",1936,NA
"ALB",1937,NA
"ALB",1938,NA
"ALB",1939,NA
"ALB",1940,NA
"ALB",1941,NA
"ALB",1942,NA
"ALB",1943,NA
"ALB",1944,NA
"ALB",1945,NA
"ALB",1946,NA
"ALB",1947,NA
"ALB",1948,NA
"ALB",1949,NA
"ALB",1950,1784
"ALB",1951,1861
"ALB",1952,1864
"ALB",1953,1940
"ALB",1954,1997
"ALB",1955,2104
"ALB",1956,2125
"ALB",1957,2262
"ALB",1958,2363
"ALB",1959,2461
"ALB",1960,2585
"ALB",1961,2607
"ALB",1962,2693
"ALB",1963,2785
"ALB",1964,2880
"ALB",1965,2985
"ALB",1966,3097
"ALB",1967,3214
"ALB",1968,3330
"ALB",1969,3443
"ALB",1970,3570
"ALB",1971,3713
"ALB",1972,3858
"ALB",1973,4050
"ALB",1974,4065
"ALB",1975,4079
"ALB",1976,4096
"ALB",1977,4114
"ALB",1978,4133
"ALB",1979,4153
"ALB",1980,4182
"ALB",1981,4205
"ALB",1982,4228
"ALB",1983,4252
"ALB",1984,4277
"ALB",1985,4299
"ALB",1986,4326
"ALB",1987,4353
"ALB",1988,4381
"ALB",1989,4414
"ALB",1990,4454
"ALB",1991,3271
"ALB",1992,3143
"ALB",1993,3451
"ALB",1994,3721
"ALB",1995,3992
"ALB",1996,4294
"ALB",1997,3799
"ALB",1998,4150
"ALB",1999,4723
"ALB",2000,5097
"ALB",2001,5574
"ALB",2002,5883
"ALB",2003,6265
"ALB",2004,6663
"ALB",2005,7080
"ALB",2006,7545
"ALB",2007,8035
"ALB",2008,8659
"ALB",2009,8954
"ALB",2010,9272
"ALB",2011,9484
"ALB",2012,9592
"ALB",2013,9660
"ALB",2014,9808
"ALB",2015,10032
"ALB",2016,10342
"ARE",1950,NA
"ARE",1951,NA
"ARE",1952,NA
"ARE",1953,NA
"ARE",1954,NA
"ARE",1955,NA
"ARE",1956,NA
"ARE",1957,NA
"ARE",1958,NA
"ARE",1959,NA
"ARE",1960,NA
"ARE",1961,NA
"ARE",1962,NA
"ARE",1963,NA
"ARE",1964,NA
"ARE",1965,NA
"ARE",1966,NA
"ARE",1967,NA
"ARE",1968,NA
"ARE",1969,NA
"ARE",1970,NA
"ARE",1971,NA
"ARE",1972,NA
"ARE",1973,NA
"ARE",1974,NA
"ARE",1975,NA
"ARE",1976,NA
"ARE",1977,NA
"ARE",1978,NA
"ARE",1979,NA
"ARE",1980,NA
"ARE",1981,NA
"ARE",1982,NA
"ARE",1983,NA
"ARE",1984,NA
"ARE",1985,NA
"ARE",1986,NA
"ARE",1987,NA
"ARE",1988,NA
"ARE",1989,NA
"ARE",1990,NA
"ARE",1991,NA
"ARE",1992,NA
"ARE",1993,113218
"ARE",1994,115557
"ARE",1995,117296
"ARE",1996,117675
"ARE",1997,121464
"ARE",1998,116220
"ARE",1999,114291
"ARE",2000,121397
"ARE",2001,117197
"ARE",2002,113817
"ARE",2003,115919
"ARE",2004,115823
"ARE",2005,107735
"ARE",2006,102560
"ARE",2007,91056
"ARE",2008,81842
"ARE",2009,69446
"ARE",2010,65294
"ARE",2011,65307
"ARE",2012,68255
"ARE",2013,70791
"ARE",2014,72601
"ARE",2015,74746
"ARE",2016,75876
"ARG",1800,1635
"ARG",1820,1753
"ARG",1850,2198
"ARG",1860,2380
"ARG",1870,2578
"ARG",1875,2873
"ARG",1876,2877
"ARG",1877,3108
"ARG",1878,2887
"ARG",1879,2936
"ARG",1880,2818
"ARG",1881,2801
"ARG",1882,3426
"ARG",1883,3716
"ARG",1884,3842
"ARG",1885,4302
"ARG",1886,4156
"ARG",1887,4233
"ARG",1888,4649
"ARG",1889,4725
"ARG",1890,4245
"ARG",1891,4002
"ARG",1892,4684
"ARG",1893,4858
"ARG",1894,5476
"ARG",1895,5933
"ARG",1896,6299
"ARG",1897,4958
"ARG",1898,5224
"ARG",1899,5963
"ARG",1900,5051
"ARG",1901,5060
"ARG",1902,4772
"ARG",1903,5256
"ARG",1904,5605
"ARG",1905,6110
"ARG",1906,6180
"ARG",1907,6077
"ARG",1908,6424
"ARG",1909,6497
"ARG",1910,6713
"ARG",1911,6580
"ARG",1912,6857
"ARG",1913,6670
"ARG",1914,5800
"ARG",1915,5698
"ARG",1916,5430
"ARG",1917,4901
"ARG",1918,5705
"ARG",1919,5810
"ARG",1920,6101
"ARG",1921,6097
"ARG",1922,6386
"ARG",1923,6847
"ARG",1924,7123
"ARG",1925,6885
"ARG",1926,7016
"ARG",1927,7300
"ARG",1928,7538
"ARG",1929,7671
"ARG",1930,7166
"ARG",1931,6520
"ARG",1932,6186
"ARG",1933,6361
"ARG",1934,6754
"ARG",1935,6938
"ARG",1936,6872
"ARG",1937,7246
"ARG",1938,7152
"ARG",1939,7286
"ARG",1940,7310
"ARG",1941,7560
"ARG",1942,7525
"ARG",1943,7346
"ARG",1944,8043
"ARG",1945,7652
"ARG",1946,8195
"ARG",1947,8940
"ARG",1948,9225
"ARG",1949,8866
"ARG",1950,8759
"ARG",1951,8911
"ARG",1952,8286
"ARG",1953,8562
"ARG",1954,8747
"ARG",1955,9199
"ARG",1956,9284
"ARG",1957,9592
"ARG",1958,10009
"ARG",1959,9207
"ARG",1960,9765
"ARG",1961,10297
"ARG",1962,9972
"ARG",1963,9583
"ARG",1964,10409
"ARG",1965,11190
"ARG",1966,11102
"ARG",1967,11240
"ARG",1968,11554
"ARG",1969,12361
"ARG",1970,12826
"ARG",1971,13227
"ARG",1972,13410
"ARG",1973,13986
"ARG",1974,14639
"ARG",1975,14268
"ARG",1976,13991
"ARG",1977,14587
"ARG",1978,13714
"ARG",1979,14451
"ARG",1980,14414
"ARG",1981,13361
"ARG",1982,12727
"ARG",1983,12976
"ARG",1984,13044
"ARG",1985,12006
"ARG",1986,12689
"ARG",1987,12819
"ARG",1988,12391
"ARG",1989,11453
"ARG",1990,11300
"ARG",1991,12311
"ARG",1992,13394
"ARG",1993,14049
"ARG",1994,14682
"ARG",1995,14091
"ARG",1996,14700
"ARG",1997,15708
"ARG",1998,16127
"ARG",1999,15409
"ARG",2000,15119
"ARG",2001,14298
"ARG",2002,12609
"ARG",2003,13582
"ARG",2004,14650
"ARG",2005,15776
"ARG",2006,16876
"ARG",2007,18226
"ARG",2008,18779
"ARG",2009,17490
"ARG",2010,19068
"ARG",2011,20003
"ARG",2012,19599
"ARG",2013,19873
"ARG",2014,19183
"ARG",2015,19502
"ARG",2016,18875
"ARM",1950,NA
"ARM",1951,NA
"ARM",1952,NA
"ARM",1953,NA
"ARM",1954,NA
"ARM",1955,NA
"ARM",1956,NA
"ARM",1957,NA
"ARM",1958,NA
"ARM",1959,NA
"ARM",1960,NA
"ARM",1961,NA
"ARM",1962,NA
"ARM",1963,NA
"ARM",1964,NA
"ARM",1965,NA
"ARM",1966,NA
"ARM",1967,NA
"ARM",1968,NA
"ARM",1969,NA
"ARM",1970,NA
"ARM",1971,NA
"ARM",1972,NA
"ARM",1973,5147
"ARM",1974,NA
"ARM",1975,NA
"ARM",1976,NA
"ARM",1977,NA
"ARM",1978,NA
"ARM",1979,NA
"ARM",1980,4877
"ARM",1981,5012
"ARM",1982,5149
"ARM",1983,5178
"ARM",1984,5343
"ARM",1985,5504
"ARM",1986,5456
"ARM",1987,5138
"ARM",1988,4882
"ARM",1989,5524
"ARM",1990,5075
"ARM",1991,4406
"ARM",1992,2623
"ARM",1993,2377
"ARM",1994,2607
"ARM",1995,2878
"ARM",1996,3036
"ARM",1997,3147
"ARM",1998,3351
"ARM",1999,3460
"ARM",2000,3667
"ARM",2001,4015
"ARM",2002,4614
"ARM",2003,5275
"ARM",2004,5832
"ARM",2005,6660
"ARM",2006,7547
"ARM",2007,8591
"ARM",2008,9194
"ARM",2009,7899
"ARM",2010,8079
"ARM",2011,8465
"ARM",2012,9077
"ARM",2013,9385
"ARM",2014,9735
"ARM",2015,10042
"ARM",2016,10080
"AUS",1,NA
"AUS",1000,NA
"AUS",1500,NA
"AUS",1600,NA
"AUS",1700,NA
"AUS",1820,941
"AUS",1821,950
"AUS",1822,977
"AUS",1823,1011
"AUS",1824,1067
"AUS",1825,1118
"AUS",1826,1140
"AUS",1827,1174
"AUS",1828,1204
"AUS",1829,1271
"AUS",1830,1542
"AUS",1831,1593
"AUS",1832,1629
"AUS",1833,1635
"AUS",1834,1719
"AUS",1835,2081
"AUS",1836,2045
"AUS",1837,2143
"AUS",1838,2117
"AUS",1839,1975
"AUS",1840,2496
"AUS",1841,2129
"AUS",1842,1942
"AUS",1843,2252
"AUS",1844,2559
"AUS",1845,2633
"AUS",1846,2911
"AUS",1847,3367
"AUS",1848,3853
"AUS",1849,3807
"AUS",1850,3589
"AUS",1851,4259
"AUS",1852,4995
"AUS",1853,5469
"AUS",1854,4789
"AUS",1855,4545
"AUS",1856,5546
"AUS",1857,4894
"AUS",1858,4174
"AUS",1859,5388
"AUS",1860,5259
"AUS",1861,5179
"AUS",1862,4977
"AUS",1863,4961
"AUS",1864,5261
"AUS",1865,5018
"AUS",1866,5166
"AUS",1867,5648
"AUS",1868,5735
"AUS",1869,5621
"AUS",1870,5947
"AUS",1871,5993
"AUS",1872,6456
"AUS",1873,6947
"AUS",1874,6967
"AUS",1875,7518
"AUS",1876,7281
"AUS",1877,7333
"AUS",1878,7771
"AUS",1879,7640
"AUS",1880,7786
"AUS",1881,8094
"AUS",1882,7381
"AUS",1883,8131
"AUS",1884,7819
"AUS",1885,8035
"AUS",1886,7866
"AUS",1887,8415
"AUS",1888,8183
"AUS",1889,8624
"AUS",1890,8099
"AUS",1891,8478
"AUS",1892,7259
"AUS",1893,6737
"AUS",1894,6841
"AUS",1895,6336
"AUS",1896,6695
"AUS",1897,6214
"AUS",1898,7070
"AUS",1899,6976
"AUS",1900,7292
"AUS",1901,6974
"AUS",1902,6945
"AUS",1903,7406
"AUS",1904,7803
"AUS",1905,7780
"AUS",1906,8189
"AUS",1907,8387
"AUS",1908,8527
"AUS",1909,9049
"AUS",1910,9465
"AUS",1911,9273
"AUS",1912,9263
"AUS",1913,9369
"AUS",1914,9133
"AUS",1915,8896
"AUS",1916,8863
"AUS",1917,8705
"AUS",1918,8360
"AUS",1919,8567
"AUS",1920,8658
"AUS",1921,8922
"AUS",1922,9200
"AUS",1923,9433
"AUS",1924,9843
"AUS",1925,10089
"AUS",1926,10124
"AUS",1927,10072
"AUS",1928,9905
"AUS",1929,9562
"AUS",1930,8554
"AUS",1931,7910
"AUS",1932,8292
"AUS",1933,8798
"AUS",1934,9193
"AUS",1935,9661
"AUS",1936,10021
"AUS",1937,10439
"AUS",1938,10695
"AUS",1939,10621
"AUS",1940,11203
"AUS",1941,12333
"AUS",1942,13636
"AUS",1943,13995
"AUS",1944,13376
"AUS",1945,12567
"AUS",1946,11982
"AUS",1947,12108
"AUS",1948,12659
"AUS",1949,13148
"AUS",1950,13466
"AUS",1951,13640
"AUS",1952,13477
"AUS",1953,13636
"AUS",1954,14154
"AUS",1955,14585
"AUS",1956,14732
"AUS",1957,14699
"AUS",1958,15090
"AUS",1959,15677
"AUS",1960,15972
"AUS",1961,15721
"AUS",1962,16400
"AUS",1963,17078
"AUS",1964,17894
"AUS",1965,18444
"AUS",1966,18607
"AUS",1967,19500
"AUS",1968,20255
"AUS",1969,21005
"AUS",1970,21845
"AUS",1971,22328
"AUS",1972,22537
"AUS",1973,23398
"AUS",1974,23592
"AUS",1975,23928
"AUS",1976,24634
"AUS",1977,24612
"AUS",1978,25016
"AUS",1979,26016
"AUS",1980,26184
"AUS",1981,26636
"AUS",1982,26184
"AUS",1983,25870
"AUS",1984,27366
"AUS",1985,28413
"AUS",1986,28628
"AUS",1987,29602
"AUS",1988,30436
"AUS",1989,31240
"AUS",1990,31200
"AUS",1991,30426
"AUS",1992,31024
"AUS",1993,32020
"AUS",1994,33180
"AUS",1995,33908
"AUS",1996,34850
"AUS",1997,35853
"AUS",1998,37235
"AUS",1999,38311
"AUS",2000,39200
"AUS",2001,39673
"AUS",2002,40792
"AUS",2003,41544
"AUS",2004,42711
"AUS",2005,43501
"AUS",2006,44001
"AUS",2007,45145
"AUS",2008,45260
"AUS",2009,45247
"AUS",2010,45684
"AUS",2011,46132
"AUS",2012,46999
"AUS",2013,47250
"AUS",2014,47867
"AUS",2015,48357
"AUS",2016,48845
"AUT",1,NA
"AUT",1000,NA
"AUT",1500,NA
"AUT",1600,NA
"AUT",1700,NA
"AUT",1820,2112
"AUT",1821,NA
"AUT",1822,NA
"AUT",1823,NA
"AUT",1824,NA
"AUT",1825,NA
"AUT",1826,NA
"AUT",1827,NA
"AUT",1828,NA
"AUT",1829,NA
"AUT",1830,2425
"AUT",1831,NA
"AUT",1832,NA
"AUT",1833,NA
"AUT",1834,NA
"AUT",1835,NA
"AUT",1836,NA
"AUT",1837,NA
"AUT",1838,NA
"AUT",1839,NA
"AUT",1840,2626
"AUT",1841,NA
"AUT",1842,NA
"AUT",1843,NA
"AUT",1844,NA
"AUT",1845,NA
"AUT",1846,NA
"AUT",1847,NA
"AUT",1848,NA
"AUT",1849,NA
"AUT",1850,2861
"AUT",1851,NA
"AUT",1852,NA
"AUT",1853,NA
"AUT",1854,NA
"AUT",1855,NA
"AUT",1856,NA
"AUT",1857,NA
"AUT",1858,NA
"AUT",1859,NA
"AUT",1860,3082
"AUT",1861,NA
"AUT",1862,NA
"AUT",1863,NA
"AUT",1864,NA
"AUT",1865,NA
"AUT",1866,NA
"AUT",1867,NA
"AUT",1868,NA
"AUT",1869,NA
"AUT",1870,3229
"AUT",1871,3431
"AUT",1872,3427
"AUT",1873,3317
"AUT",1874,3435
"AUT",1875,3421
"AUT",1876,3468
"AUT",1877,3555
"AUT",1878,3642
"AUT",1879,3585
"AUT",1880,3604
"AUT",1881,3719
"AUT",1882,3710
"AUT",1883,3830
"AUT",1884,3898
"AUT",1885,3841
"AUT",1886,3932
"AUT",1887,4169
"AUT",1888,4125
"AUT",1889,4052
"AUT",1890,4236
"AUT",1891,4345
"AUT",1892,4395
"AUT",1893,4378
"AUT",1894,4585
"AUT",1895,4660
"AUT",1896,4683
"AUT",1897,4734
"AUT",1898,4951
"AUT",1899,5004
"AUT",1900,4997
"AUT",1901,4965
"AUT",1902,5107
"AUT",1903,5099
"AUT",1904,5125
"AUT",1905,5357
"AUT",1906,5507
"AUT",1907,5788
"AUT",1908,5756
"AUT",1909,5680
"AUT",1910,5705
"AUT",1911,5835
"AUT",1912,6077
"AUT",1913,6009
"AUT",1914,4986
"AUT",1915,4600
"AUT",1916,4556
"AUT",1917,4484
"AUT",1918,4430
"AUT",1919,3917
"AUT",1920,4183
"AUT",1921,4595
"AUT",1922,4989
"AUT",1923,4928
"AUT",1924,5484
"AUT",1925,5838
"AUT",1926,5918
"AUT",1927,6078
"AUT",1928,6341
"AUT",1929,6413
"AUT",1930,6217
"AUT",1931,5700
"AUT",1932,5097
"AUT",1933,4912
"AUT",1934,4944
"AUT",1935,5040
"AUT",1936,5192
"AUT",1937,5471
"AUT",1938,6172
"AUT",1939,7102
"AUT",1940,6865
"AUT",1941,7312
"AUT",1942,6906
"AUT",1943,7047
"AUT",1944,7199
"AUT",1945,2990
"AUT",1946,3392
"AUT",1947,3756
"AUT",1948,4793
"AUT",1949,5710
"AUT",1950,6426
"AUT",1951,6865
"AUT",1952,6878
"AUT",1953,7173
"AUT",1954,7897
"AUT",1955,8762
"AUT",1956,9357
"AUT",1957,9911
"AUT",1958,10241
"AUT",1959,10492
"AUT",1960,11302
"AUT",1961,11837
"AUT",1962,12049
"AUT",1963,12460
"AUT",1964,13120
"AUT",1965,13410
"AUT",1966,14065
"AUT",1967,14385
"AUT",1968,14947
"AUT",1969,15832
"AUT",1970,16900
"AUT",1971,17685
"AUT",1972,18674
"AUT",1973,19479
"AUT",1974,20213
"AUT",1975,20193
"AUT",1976,21154
"AUT",1977,22135
"AUT",1978,22073
"AUT",1979,23317
"AUT",1980,23856
"AUT",1981,23785
"AUT",1982,24206
"AUT",1983,24957
"AUT",1984,25035
"AUT",1985,25578
"AUT",1986,26148
"AUT",1987,26550
"AUT",1988,27315
"AUT",1989,28365
"AUT",1990,29292
"AUT",1991,29999
"AUT",1992,30292
"AUT",1993,30202
"AUT",1994,30808
"AUT",1995,31582
"AUT",1996,32296
"AUT",1997,32971
"AUT",1998,34107
"AUT",1999,35263
"AUT",2000,36363
"AUT",2001,36713
"AUT",2002,37138
"AUT",2003,37237
"AUT",2004,38008
"AUT",2005,38558
"AUT",2006,39653
"AUT",2007,40956
"AUT",2008,41460
"AUT",2009,39781
"AUT",2010,40450
"AUT",2011,41446
"AUT",2012,41565
"AUT",2013,41375
"AUT",2014,41338
"AUT",2015,41294
"AUT",2016,41445
"AZE",1950,NA
"AZE",1951,NA
"AZE",1952,NA
"AZE",1953,NA
"AZE",1954,NA
"AZE",1955,NA
"AZE",1956,NA
"AZE",1957,NA
"AZE",1958,NA
"AZE",1959,NA
"AZE",1960,NA
"AZE",1961,NA
"AZE",1962,NA
"AZE",1963,NA
"AZE",1964,NA
"AZE",1965,NA
"AZE",1966,NA
"AZE",1967,NA
"AZE",1968,NA
"AZE",1969,NA
"AZE",1970,NA
"AZE",1971,NA
"AZE",1972,NA
"AZE",1973,8842
"AZE",1974,NA
"AZE",1975,NA
"AZE",1976,NA
"AZE",1977,NA
"AZE",1978,NA
"AZE",1979,NA
"AZE",1980,8964
"AZE",1981,9371
"AZE",1982,9797
"AZE",1983,10020
"AZE",1984,10459
"AZE",1985,10707
"AZE",1986,10838
"AZE",1987,11253
"AZE",1988,11669
"AZE",1989,10534
"AZE",1990,9250
"AZE",1991,9060
"AZE",1992,6906
"AZE",1993,5229
"AZE",1994,4140
"AZE",1995,3557
"AZE",1996,3608
"AZE",1997,3887
"AZE",1998,4079
"AZE",1999,4500
"AZE",2000,4739
"AZE",2001,5005
"AZE",2002,5372
"AZE",2003,5890
"AZE",2004,6434
"AZE",2005,8053
"AZE",2006,10717
"AZE",2007,13253
"AZE",2008,14530
"AZE",2009,15716
"AZE",2010,16327
"AZE",2011,16176
"AZE",2012,16359
"AZE",2013,17133
"AZE",2014,17439
"AZE",2015,17460
"AZE",2016,16645
"BDI",1950,536
"BDI",1951,556
"BDI",1952,564
"BDI",1953,577
"BDI",1954,598
"BDI",1955,606
"BDI",1956,618
"BDI",1957,631
"BDI",1958,637
"BDI",1959,662
"BDI",1960,660
"BDI",1961,554
"BDI",1962,590
"BDI",1963,605
"BDI",1964,625
"BDI",1965,632
"BDI",1966,644
"BDI",1967,686
"BDI",1968,665
"BDI",1969,645
"BDI",1970,803
"BDI",1971,812
"BDI",1972,778
"BDI",1973,829
"BDI",1974,812
"BDI",1975,795
"BDI",1976,860
"BDI",1977,917
"BDI",1978,938
"BDI",1979,910
"BDI",1980,856
"BDI",1981,912
"BDI",1982,887
"BDI",1983,891
"BDI",1984,870
"BDI",1985,951
"BDI",1986,969
"BDI",1987,985
"BDI",1988,1007
"BDI",1989,999
"BDI",1990,1011
"BDI",1991,1039
"BDI",1992,1026
"BDI",1993,983
"BDI",1994,971
"BDI",1995,862
"BDI",1996,765
"BDI",1997,746
"BDI",1998,757
"BDI",1999,727
"BDI",2000,700
"BDI",2001,695
"BDI",2002,705
"BDI",2003,676
"BDI",2004,685
"BDI",2005,671
"BDI",2006,686
"BDI",2007,687
"BDI",2008,698
"BDI",2009,702
"BDI",2010,714
"BDI",2011,719
"BDI",2012,727
"BDI",2013,738
"BDI",2014,748
"BDI",2015,694
"BDI",2016,665
"BEL",1,1050
"BEL",1000,NA
"BEL",1500,2407
"BEL",1550,2480
"BEL",1600,2607
"BEL",1650,2371
"BEL",1700,2255
"BEL",1750,2233
"BEL",1812,2426
"BEL",1820,NA
"BEL",1821,NA
"BEL",1822,NA
"BEL",1823,NA
"BEL",1824,NA
"BEL",1825,NA
"BEL",1826,NA
"BEL",1827,NA
"BEL",1828,NA
"BEL",1829,NA
"BEL",1830,NA
"BEL",1831,NA
"BEL",1832,NA
"BEL",1833,NA
"BEL",1834,NA
"BEL",1835,NA
"BEL",1836,NA
"BEL",1837,NA
"BEL",1838,NA
"BEL",1839,NA
"BEL",1840,NA
"BEL",1841,NA
"BEL",1842,NA
"BEL",1843,NA
"BEL",1844,NA
"BEL",1845,NA
"BEL",1846,2779
"BEL",1847,2890
"BEL",1848,2877
"BEL",1849,2937
"BEL",1850,3029
"BEL",1851,3093
"BEL",1852,3156
"BEL",1853,3218
"BEL",1854,3395
"BEL",1855,3397
"BEL",1856,3559
"BEL",1857,3628
"BEL",1858,3628
"BEL",1859,3605
"BEL",1860,3761
"BEL",1861,3790
"BEL",1862,3861
"BEL",1863,3943
"BEL",1864,4045
"BEL",1865,4016
"BEL",1866,4105
"BEL",1867,4097
"BEL",1868,4215
"BEL",1869,4368
"BEL",1870,4415
"BEL",1871,4400
"BEL",1872,4632
"BEL",1873,4626
"BEL",1874,4740
"BEL",1875,4693
"BEL",1876,4716
"BEL",1877,4732
"BEL",1878,4827
"BEL",1879,4831
"BEL",1880,5028
"BEL",1881,5036
"BEL",1882,5144
"BEL",1883,5158
"BEL",1884,5145
"BEL",1885,5147
"BEL",1886,5173
"BEL",1887,5331
"BEL",1888,5327
"BEL",1889,5542
"BEL",1890,5623
"BEL",1891,5570
"BEL",1892,5646
"BEL",1893,5668
"BEL",1894,5689
"BEL",1895,5760
"BEL",1896,5826
"BEL",1897,5883
"BEL",1898,5930
"BEL",1899,5998
"BEL",1900,6121
"BEL",1901,6101
"BEL",1902,6134
"BEL",1903,6188
"BEL",1904,6268
"BEL",1905,6368
"BEL",1906,6426
"BEL",1907,6450
"BEL",1908,6451
"BEL",1909,6514
"BEL",1910,6666
"BEL",1911,6805
"BEL",1912,6900
"BEL",1913,6922
"BEL",1914,6436
"BEL",1915,6329
"BEL",1916,6694
"BEL",1917,5773
"BEL",1918,4694
"BEL",1919,5560
"BEL",1920,6499
"BEL",1921,6654
"BEL",1922,7240
"BEL",1923,7436
"BEL",1924,7608
"BEL",1925,7654
"BEL",1926,7847
"BEL",1927,8076
"BEL",1928,8431
"BEL",1929,8291
"BEL",1930,8167
"BEL",1931,7973
"BEL",1932,7558
"BEL",1933,7678
"BEL",1934,7585
"BEL",1935,8029
"BEL",1936,8060
"BEL",1937,8138
"BEL",1938,7927
"BEL",1939,8448
"BEL",1940,7483
"BEL",1941,7149
"BEL",1942,6556
"BEL",1943,6409
"BEL",1944,6746
"BEL",1945,7108
"BEL",1946,7503
"BEL",1947,7875
"BEL",1948,8241
"BEL",1949,8519
"BEL",1950,8960
"BEL",1951,9427
"BEL",1952,9298
"BEL",1953,9544
"BEL",1954,9890
"BEL",1955,10302
"BEL",1956,10536
"BEL",1957,10654
"BEL",1958,10567
"BEL",1959,10840
"BEL",1960,11404
"BEL",1961,11898
"BEL",1962,12440
"BEL",1963,12898
"BEL",1964,13682
"BEL",1965,14041
"BEL",1966,14396
"BEL",1967,14882
"BEL",1968,15446
"BEL",1969,16434
"BEL",1970,17406
"BEL",1971,17995
"BEL",1972,18869
"BEL",1973,19964
"BEL",1974,20740
"BEL",1975,20408
"BEL",1976,21526
"BEL",1977,21637
"BEL",1978,22234
"BEL",1979,22737
"BEL",1980,23733
"BEL",1981,23423
"BEL",1982,23744
"BEL",1983,23743
"BEL",1984,24332
"BEL",1985,24569
"BEL",1986,24927
"BEL",1987,25494
"BEL",1988,26660
"BEL",1989,27467
"BEL",1990,28210
"BEL",1991,28621
"BEL",1992,28941
"BEL",1993,28551
"BEL",1994,29382
"BEL",1995,30020
"BEL",1996,30439
"BEL",1997,31492
"BEL",1998,32045
"BEL",1999,33111
"BEL",2000,34231
"BEL",2001,34391
"BEL",2002,34846
"BEL",2003,34969
"BEL",2004,36084
"BEL",2005,36638
"BEL",2006,37306
"BEL",2007,38292
"BEL",2008,38274
"BEL",2009,37100
"BEL",2010,37791
"BEL",2011,38130
"BEL",2012,37906
"BEL",2013,37737
"BEL",2014,38228
"BEL",2015,38569
"BEL",2016,38766
"BEN",1950,1331
"BEN",1951,1306
"BEN",1952,1280
"BEN",1953,1220
"BEN",1954,1230
"BEN",1955,1206
"BEN",1956,1181
